wine_id,vineyard_id,name,classification,year,rating,location,appelation
799,52952,Kilikanoon Shiraz Green's Vineyard,Red,2006,4.6,Barossa Valley,Green's Vineyard
800,52952,Kilikanoon Shiraz Green's Vineyard,Red,2005,4.55,Barossa Valley,Green's Vineyard
801,52952,Kilikanoon Shiraz Green's Vineyard,Red,2004,4.7,Barossa Valley,Green's Vineyard
802,52952,Kilikanoon Shiraz Green's Vineyard,Red,2003,4.6,Barossa Valley,Green's Vineyard
803,52952,Kilikanoon Shiraz Green's Vineyard,Red,2002,4.65,Barossa Valley,Green's Vineyard
804,52952,Kilikanoon Shiraz Green's Vineyard,Red,1999,,Barossa Valley,Green's Vineyard
805,55577,Finca Sophenia Cabernet Sauvignon Synthesis,Red,2022,,Tupungato,Synthesis
806,55577,Finca Sophenia Cabernet Sauvignon Synthesis,Red,2021,,Tupungato,Synthesis
807,55577,Finca Sophenia Cabernet Sauvignon Synthesis,Red,2020,,Tupungato,Synthesis
808,55577,Finca Sophenia Cabernet Sauvignon Synthesis,Red,2019,,Tupungato,Synthesis
809,55577,Finca Sophenia Cabernet Sauvignon Synthesis,Red,2018,,Tupungato,Synthesis
810,55577,Finca Sophenia Cabernet Sauvignon Synthesis,Red,2017,4.6,Tupungato,Synthesis
811,55577,Finca Sophenia Cabernet Sauvignon Synthesis,Red,2016,,Tupungato,Synthesis
812,55577,Finca Sophenia Cabernet Sauvignon Synthesis,Red,2014,,Tupungato,Synthesis
813,55577,Finca Sophenia Cabernet Sauvignon Synthesis,Red,2011,4.5,Tupungato,Synthesis
814,55577,Finca Sophenia Sauvignon Blanc Synthesis,White,2024,,Tupungato,Synthesis
815,55577,Finca Sophenia Sauvignon Blanc Synthesis,White,2023,,Tupungato,Synthesis
816,55577,Finca Sophenia Sauvignon Blanc Synthesis,White,2022,,Tupungato,Synthesis
817,55577,Finca Sophenia Sauvignon Blanc Synthesis,White,2021,,Tupungato,Synthesis
818,55577,Finca Sophenia Sauvignon Blanc Synthesis,White,2020,,Tupungato,Synthesis
819,55577,Finca Sophenia Sauvignon Blanc Synthesis,White,2019,4.25,Tupungato,Synthesis
820,55577,Finca Sophenia Sauvignon Blanc Synthesis,White,2018,,Tupungato,Synthesis
821,55577,Finca Sophenia Sauvignon Blanc Synthesis,White,2017,4.75,Tupungato,Synthesis
822,55577,Finca Sophenia Sauvignon Blanc Synthesis,White,2015,4.3,Tupungato,Synthesis
823,55577,Finca Sophenia Sauvignon Blanc Synthesis,White,2012,,Tupungato,Synthesis
824,55577,Finca Sophenia Sauvignon Blanc Synthesis,White,2011,,Tupungato,Synthesis
825,55577,Finca Sophenia Sauvignon Blanc Synthesis,White,2010,,Tupungato,Synthesis
826,55577,Finca Sophenia Sauvignon Blanc Synthesis,White,2009,,Tupungato,Synthesis
827,55577,Finca Sophenia Sauvignon Blanc Synthesis,White,2008,,Tupungato,Synthesis
828,55577,Finca Sophenia Sauvignon Blanc Synthesis,White,2007,,Tupungato,Synthesis
829,126,Pezzi King Zinfandel Reserve - Bottle No 240 Serracino Vineyard,Red,2009,,Dry Creek Valley,Serracino Reserve
830,126,Pezzi King Zinfandel Reserve - Bottle No 240 Serracino Vineyard,Red,2006,,Dry Creek Valley,Serracino Reserve
831,126,Pezzi King Zinfandel Reserve - Bottle No 240 Serracino Vineyard,Red,2004,,Dry Creek Valley,Serracino Reserve
832,126,Pezzi King Zinfandel Reserve Serracino Vineyard,Red,2021,,Dry Creek Valley,Serracino Reserve
833,126,Pezzi King Zinfandel Reserve Serracino Vineyard,Red,2020,4.6,Dry Creek Valley,Serracino Reserve
834,126,Pezzi King Zinfandel Reserve Serracino Vineyard,Red,2019,4.4,Dry Creek Valley,Serracino Reserve
835,126,Pezzi King Zinfandel Reserve Serracino Vineyard,Red,2018,4.4,Dry Creek Valley,Serracino Reserve
836,126,Pezzi King Zinfandel Reserve Serracino Vineyard,Red,2017,4.55,Dry Creek Valley,Serracino Reserve
837,126,Pezzi King Zinfandel Reserve Serracino Vineyard,Red,2016,4.45,Dry Creek Valley,Serracino Reserve
838,126,Pezzi King Zinfandel Reserve Serracino Vineyard,Red,2015,4.5,Dry Creek Valley,Serracino Reserve
839,126,Pezzi King Zinfandel Reserve Serracino Vineyard,Red,2014,4.5,Dry Creek Valley,Serracino Reserve
840,126,Pezzi King Zinfandel Reserve Serracino Vineyard,Red,2013,4.5,Dry Creek Valley,Serracino Reserve
841,126,Pezzi King Zinfandel Reserve Serracino Vineyard,Red,2012,4.55,Dry Creek Valley,Serracino Reserve
842,126,Pezzi King Zinfandel Reserve Serracino Vineyard,Red,2011,4.55,Dry Creek Valley,Serracino Reserve
843,126,Pezzi King Zinfandel Reserve Serracino Vineyard,Red,2010,4.55,Dry Creek Valley,Serracino Reserve
844,126,Pezzi King Zinfandel Reserve Serracino Vineyard,Red,2009,4.6,Dry Creek Valley,Serracino Reserve
845,126,Pezzi King Zinfandel Reserve Serracino Vineyard,Red,2008,4.5,Dry Creek Valley,Serracino Reserve
846,126,Pezzi King Zinfandel Reserve Serracino Vineyard,Red,2006,,Dry Creek Valley,Serracino Reserve
847,126,Pezzi King Zinfandel Reserve Serracino Vineyard,Red,2002,,Dry Creek Valley,Serracino Reserve
848,126,Pezzi King Zinfandel Reserve Serracino Vineyard,Red,2001,,Dry Creek Valley,Serracino Reserve
849,34054,Torbreck RunRig,Red,2022,,Barossa Valley,RunRig
850,34054,Torbreck RunRig,Red,2021,4.65,Barossa Valley,RunRig
851,34054,Torbreck RunRig,Red,2020,4.55,Barossa Valley,RunRig
852,34054,Torbreck RunRig,Red,2019,4.6,Barossa Valley,RunRig
853,34054,Torbreck RunRig,Red,2018,4.7,Barossa Valley,RunRig
854,34054,Torbreck RunRig,Red,2017,4.7,Barossa Valley,RunRig
855,34054,Torbreck RunRig,Red,2016,4.7,Barossa Valley,RunRig
856,34054,Torbreck RunRig,Red,2015,4.6,Barossa Valley,RunRig
857,34054,Torbreck RunRig,Red,2014,4.7,Barossa Valley,RunRig
858,34054,Torbreck RunRig,Red,2013,4.75,Barossa Valley,RunRig
859,34054,Torbreck RunRig,Red,2012,4.7,Barossa Valley,RunRig
860,34054,Torbreck RunRig,Red,2011,,Barossa Valley,RunRig
861,34054,Torbreck RunRig,Red,2010,4.75,Barossa Valley,RunRig
862,34054,Torbreck RunRig,Red,2009,4.7,Barossa Valley,RunRig
863,34054,Torbreck RunRig,Red,2008,,Barossa Valley,RunRig
864,34054,Torbreck RunRig,Red,2007,4.7,Barossa Valley,RunRig
865,34054,Torbreck RunRig,Red,2006,4.65,Barossa Valley,RunRig
866,34054,Torbreck RunRig,Red,2005,4.7,Barossa Valley,RunRig
867,34054,Torbreck RunRig,Red,2004,4.65,Barossa Valley,RunRig
868,34054,Torbreck RunRig,Red,2003,4.7,Barossa Valley,RunRig
869,34054,Torbreck RunRig,Red,2002,4.7,Barossa Valley,RunRig
870,34054,Torbreck RunRig,Red,2001,4.7,Barossa Valley,RunRig
871,34054,Torbreck RunRig,Red,2000,,Barossa Valley,RunRig
872,34054,Torbreck RunRig,Red,1999,4.65,Barossa Valley,RunRig
873,34054,Torbreck RunRig,Red,1998,4.7,Barossa Valley,RunRig
874,132,J. Rochioli Chardonnay South River Vineyard,White,2018,4.65,Russian River Valley,South River
875,132,J. Rochioli Chardonnay South River Vineyard,White,2017,4.55,Russian River Valley,South River
876,132,J. Rochioli Chardonnay South River Vineyard,White,2016,4.55,Russian River Valley,South River
877,132,J. Rochioli Chardonnay South River Vineyard,White,2015,4.65,Russian River Valley,South River
878,132,J. Rochioli Chardonnay South River Vineyard,White,2014,4.7,Russian River Valley,South River
879,132,J. Rochioli Chardonnay South River Vineyard,White,2013,4.6,Russian River Valley,South River
880,132,J. Rochioli Chardonnay South River Vineyard,White,2012,4.5,Russian River Valley,South River
881,132,J. Rochioli Chardonnay South River Vineyard,White,2011,4.5,Russian River Valley,South River
882,132,J. Rochioli Chardonnay South River Vineyard,White,2010,4.6,Russian River Valley,South River
883,132,J. Rochioli Chardonnay South River Vineyard,White,2009,4.6,Russian River Valley,South River
884,132,J. Rochioli Chardonnay South River Vineyard,White,2008,4.55,Russian River Valley,South River
885,132,J. Rochioli Chardonnay South River Vineyard,White,2007,4.5,Russian River Valley,South River
886,132,J. Rochioli Chardonnay South River Vineyard,White,2006,4.55,Russian River Valley,South River
887,132,J. Rochioli Chardonnay South River Vineyard,White,2005,4.6,Russian River Valley,South River
888,132,J. Rochioli Chardonnay South River Vineyard,White,2004,4.6,Russian River Valley,South River
889,132,J. Rochioli Chardonnay South River Vineyard,White,2003,4.6,Russian River Valley,South River
890,132,J. Rochioli Chardonnay South River Vineyard,White,2002,4.55,Russian River Valley,South River
891,132,J. Rochioli Chardonnay South River Vineyard,White,2001,4.6,Russian River Valley,South River
892,132,J. Rochioli Chardonnay South River Vineyard,White,2000,4.55,Russian River Valley,South River
893,132,J. Rochioli Chardonnay South River Vineyard,White,1999,,Russian River Valley,South River
894,132,J. Rochioli Chardonnay South River Vineyard,White,1998,,Russian River Valley,South River
895,132,J. Rochioli Chardonnay South River Vineyard,White,1997,4.65,Russian River Valley,South River
896,132,J. Rochioli Chardonnay South River Vineyard,White,1996,,Russian River Valley,South River
897,132,J. Rochioli Chardonnay South River Vineyard,White,1995,,Russian River Valley,South River
898,132,J. Rochioli Chardonnay South River Vineyard,White,1994,,Russian River Valley,South River
899,17857,J. Rochioli Chardonnay Sweetwater Vineyard,White,2023,4.65,Russian River Valley,Sweetwater
900,17857,J. Rochioli Chardonnay Sweetwater Vineyard,White,2022,4.65,Russian River Valley,Sweetwater
901,17857,J. Rochioli Chardonnay Sweetwater Vineyard,White,2021,4.55,Russian River Valley,Sweetwater
902,17857,J. Rochioli Chardonnay Sweetwater Vineyard,White,2020,4.55,Russian River Valley,Sweetwater
903,17857,J. Rochioli Chardonnay Sweetwater Vineyard,White,2019,4.6,Russian River Valley,Sweetwater
904,17857,J. Rochioli Chardonnay Sweetwater Vineyard,White,2018,4.6,Russian River Valley,Sweetwater
905,17857,J. Rochioli Chardonnay Sweetwater Vineyard,White,2017,4.55,Russian River Valley,Sweetwater
906,17857,J. Rochioli Chardonnay Sweetwater Vineyard,White,2016,4.65,Russian River Valley,Sweetwater
907,17857,J. Rochioli Chardonnay Sweetwater Vineyard,White,2015,4.7,Russian River Valley,Sweetwater
908,17857,J. Rochioli Chardonnay Sweetwater Vineyard,White,2014,4.65,Russian River Valley,Sweetwater
909,17857,J. Rochioli Chardonnay Sweetwater Vineyard,White,2013,4.6,Russian River Valley,Sweetwater
910,17857,J. Rochioli Chardonnay Sweetwater Vineyard,White,2012,4.6,Russian River Valley,Sweetwater
911,17857,J. Rochioli Chardonnay Sweetwater Vineyard,White,2011,4.6,Russian River Valley,Sweetwater
912,17857,J. Rochioli Chardonnay Sweetwater Vineyard,White,2010,4.6,Russian River Valley,Sweetwater
913,17857,J. Rochioli Chardonnay Sweetwater Vineyard,White,2009,4.6,Russian River Valley,Sweetwater
914,17857,J. Rochioli Chardonnay Sweetwater Vineyard,White,2008,4.6,Russian River Valley,Sweetwater
915,17857,J. Rochioli Chardonnay Sweetwater Vineyard,White,2007,4.5,Russian River Valley,Sweetwater
916,17857,J. Rochioli Chardonnay Sweetwater Vineyard,White,2006,4.55,Russian River Valley,Sweetwater
917,17857,J. Rochioli Pinot Noir Sweetwater Vineyard,Red,2023,,Russian River Valley,Sweetwater
918,17857,J. Rochioli Pinot Noir Sweetwater Vineyard,Red,2022,4.65,Russian River Valley,Sweetwater
919,17857,J. Rochioli Pinot Noir Sweetwater Vineyard,Red,2021,4.6,Russian River Valley,Sweetwater
920,17857,J. Rochioli Pinot Noir Sweetwater Vineyard,Red,2020,,Russian River Valley,Sweetwater
921,17857,J. Rochioli Pinot Noir Sweetwater Vineyard,Red,2019,4.6,Russian River Valley,Sweetwater
922,17857,J. Rochioli Pinot Noir Sweetwater Vineyard,Red,2018,4.6,Russian River Valley,Sweetwater
923,17857,J. Rochioli Pinot Noir Sweetwater Vineyard,Red,2017,4.6,Russian River Valley,Sweetwater
924,33742,Jasper Hill Nebbiolo Georgia's Paddock,Red,2023,,Heathcote,Georgia's Paddock
925,33742,Jasper Hill Nebbiolo Georgia's Paddock,Red,2022,,Heathcote,Georgia's Paddock
926,33742,Jasper Hill Nebbiolo Georgia's Paddock,Red,2019,,Heathcote,Georgia's Paddock
927,33742,Jasper Hill Nebbiolo Georgia's Paddock,Red,2018,,Heathcote,Georgia's Paddock
928,33742,Jasper Hill Nebbiolo Georgia's Paddock,Red,2017,,Heathcote,Georgia's Paddock
929,33742,Jasper Hill Nebbiolo Georgia's Paddock,Red,2016,,Heathcote,Georgia's Paddock
930,33742,Jasper Hill Nebbiolo Georgia's Paddock,Red,2015,4.65,Heathcote,Georgia's Paddock
931,33742,Jasper Hill Nebbiolo Georgia's Paddock,Red,2014,,Heathcote,Georgia's Paddock
932,33742,Jasper Hill Nebbiolo Georgia's Paddock,Red,2013,4.45,Heathcote,Georgia's Paddock
933,33742,Jasper Hill Nebbiolo Georgia's Paddock,Red,2012,0.05,Heathcote,Georgia's Paddock
934,33742,Jasper Hill Nebbiolo Georgia's Paddock,Red,2011,4.45,Heathcote,Georgia's Paddock
935,33742,Jasper Hill Nebbiolo Georgia's Paddock,Red,2010,4.65,Heathcote,Georgia's Paddock
936,33742,Jasper Hill Nebbiolo Georgia's Paddock,Red,2008,,Heathcote,Georgia's Paddock
937,33742,Jasper Hill Nebbiolo Georgia's Paddock,Red,2006,,Heathcote,Georgia's Paddock
938,33742,Jasper Hill Nebbiolo Georgia's Paddock,Red,2004,,Heathcote,Georgia's Paddock
939,33742,Jasper Hill Nebbiolo Georgia's Paddock,Red,2003,,Heathcote,Georgia's Paddock
940,33742,Jasper Hill Nebbiolo Georgia's Paddock,Red,2002,4.6,Heathcote,Georgia's Paddock
941,33742,Jasper Hill Nebbiolo Georgia's Paddock,Red,2001,4.5,Heathcote,Georgia's Paddock
942,33742,Jasper Hill Riesling Georgia's Paddock,White,2024,0.05,Heathcote,Georgia's Paddock
943,33742,Jasper Hill Riesling Georgia's Paddock,White,2023,0.05,Heathcote,Georgia's Paddock
944,33742,Jasper Hill Riesling Georgia's Paddock,White,2022,4.75,Heathcote,Georgia's Paddock
945,33742,Jasper Hill Riesling Georgia's Paddock,White,2020,,Heathcote,Georgia's Paddock
946,33742,Jasper Hill Riesling Georgia's Paddock,White,2019,,Heathcote,Georgia's Paddock
947,33742,Jasper Hill Riesling Georgia's Paddock,White,2018,0.25,Heathcote,Georgia's Paddock
948,33742,Jasper Hill Riesling Georgia's Paddock,White,2017,0.05,Heathcote,Georgia's Paddock
949,40123,Torbreck Descendant,Red,2022,4.65,Barossa Valley,Descendant
950,40123,Torbreck Descendant,Red,2021,4.55,Barossa Valley,Descendant
951,40123,Torbreck Descendant,Red,2020,4.65,Barossa Valley,Descendant
952,40123,Torbreck Descendant,Red,2019,4.6,Barossa Valley,Descendant
953,40123,Torbreck Descendant,Red,2018,4.65,Barossa Valley,Descendant
954,40123,Torbreck Descendant,Red,2017,4.6,Barossa Valley,Descendant
955,40123,Torbreck Descendant,Red,2016,4.65,Barossa Valley,Descendant
956,40123,Torbreck Descendant,Red,2015,4.6,Barossa Valley,Descendant
957,40123,Torbreck Descendant,Red,2014,4.55,Barossa Valley,Descendant
958,40123,Torbreck Descendant,Red,2013,4.6,Barossa Valley,Descendant
959,40123,Torbreck Descendant,Red,2012,4.65,Barossa Valley,Descendant
960,40123,Torbreck Descendant,Red,2010,4.55,Barossa Valley,Descendant
961,40123,Torbreck Descendant,Red,2009,4.6,Barossa Valley,Descendant
962,40123,Torbreck Descendant,Red,2008,4.65,Barossa Valley,Descendant
963,40123,Torbreck Descendant,Red,2007,4.55,Barossa Valley,Descendant
964,40123,Torbreck Descendant,Red,2006,4.6,Barossa Valley,Descendant
965,40123,Torbreck Descendant,Red,2005,4.65,Barossa Valley,Descendant
966,40123,Torbreck Descendant,Red,2004,4.6,Barossa Valley,Descendant
967,40123,Torbreck Descendant,Red,2003,4.6,Barossa Valley,Descendant
968,40123,Torbreck Descendant,Red,2002,4.6,Barossa Valley,Descendant
969,40123,Torbreck Descendant,Red,2001,4.6,Barossa Valley,Descendant
970,40123,Torbreck Descendant,Red,2000,4.55,Barossa Valley,Descendant
971,40123,Torbreck Descendant,Red,1999,4.5,Barossa Valley,Descendant
972,40123,Torbreck Descendant,Red,1998,4.65,Barossa Valley,Descendant
973,40123,Torbreck Descendant,Red,1997,,Barossa Valley,Descendant
974,52493,Winderlea Pinot Noir Weber Vineyard,Red,2022,4.7,Dundee Hills,Weber Vineyard
975,52493,Winderlea Pinot Noir Weber Vineyard,Red,2021,4.55,Dundee Hills,Weber Vineyard
976,52493,Winderlea Pinot Noir Weber Vineyard,Red,2019,4.45,Dundee Hills,Weber Vineyard
977,52493,Winderlea Pinot Noir Weber Vineyard,Red,2018,4.5,Dundee Hills,Weber Vineyard
978,52493,Winderlea Pinot Noir Weber Vineyard,Red,2017,4.5,Dundee Hills,Weber Vineyard
979,52493,Winderlea Pinot Noir Weber Vineyard,Red,2016,4.55,Dundee Hills,Weber Vineyard
980,52493,Winderlea Pinot Noir Weber Vineyard,Red,2015,4.6,Dundee Hills,Weber Vineyard
981,52493,Winderlea Pinot Noir Weber Vineyard,Red,2014,4.55,Dundee Hills,Weber Vineyard
982,52493,Winderlea Pinot Noir Weber Vineyard,Red,2013,4.45,Dundee Hills,Weber Vineyard
983,52493,Winderlea Pinot Noir Weber Vineyard,Red,2011,,Dundee Hills,Weber Vineyard
984,40099,Taylors Cabernet Sauvignon Single Vineyard Release St Andrews,Red,2020,,Clare Valley,St. Andrews Single Vineyard Release
985,40099,Taylors Cabernet Sauvignon Single Vineyard Release St Andrews,Red,2019,,Clare Valley,St. Andrews Single Vineyard Release
986,40099,Taylors Cabernet Sauvignon Single Vineyard Release St Andrews,Red,2018,,Clare Valley,St. Andrews Single Vineyard Release
987,40099,Taylors Cabernet Sauvignon Single Vineyard Release St Andrews,Red,2017,3.85,Clare Valley,St. Andrews Single Vineyard Release
988,40099,Taylors Cabernet Sauvignon Single Vineyard Release St Andrews,Red,2016,4.45,Clare Valley,St. Andrews Single Vineyard Release
989,40099,Taylors Cabernet Sauvignon Single Vineyard Release St Andrews,Red,2015,,Clare Valley,St. Andrews Single Vineyard Release
990,40099,Taylors Cabernet Sauvignon Single Vineyard Release St Andrews,Red,2014,,Clare Valley,St. Andrews Single Vineyard Release
991,40099,Taylors Cabernet Sauvignon Single Vineyard Release St Andrews,Red,2013,,Clare Valley,St. Andrews Single Vineyard Release
992,40099,Taylors Cabernet Sauvignon Single Vineyard Release St Andrews,Red,2012,,Clare Valley,St. Andrews Single Vineyard Release
993,40099,Taylors Cabernet Sauvignon Single Vineyard Release St Andrews,Red,2010,,Clare Valley,St. Andrews Single Vineyard Release
994,40099,Taylors Cabernet Sauvignon Single Vineyard Release St Andrews,Red,2009,,Clare Valley,St. Andrews Single Vineyard Release
995,40099,Taylors Cabernet Sauvignon Single Vineyard Release St Andrews,Red,2006,4.65,Clare Valley,St. Andrews Single Vineyard Release
996,40099,Taylors Cabernet Sauvignon Single Vineyard Release St Andrews,Red,2004,,Clare Valley,St. Andrews Single Vineyard Release
997,40099,Taylors Cabernet Sauvignon Single Vineyard Release St Andrews,Red,1985,,Clare Valley,St. Andrews Single Vineyard Release
998,148,La Vis Bianco dei Sorni,White,2004,,Trentino,Bianco dei Sorni
999,148,La Vis Bianco dei Sorni,White,2002,,Trentino,Bianco dei Sorni
1000,148,La Vis Bianco dei Sorni,White,2001,,Trentino,Bianco dei Sorni
1001,148,La Vis Bianco dei Sorni,White,1999,0.1,Trentino,Bianco dei Sorni
1002,53811,Kynsi Pinot Noir Paragon Vineyard,Red,2000,4.25,Edna Valley,Paragon Vineyard
1003,53811,Kynsi Pinot Noir Paragon Vineyard,Red,1999,4.45,Edna Valley,Paragon Vineyard
1004,53811,Kynsi Pinot Noir Paragon Vineyard,Red,1997,,Edna Valley,Paragon Vineyard
1005,53811,Kynsi Syrah Paragon Vineyard,Red,2003,,Edna Valley,Paragon Vineyard
1006,53811,Kynsi Syrah Paragon Vineyard,Red,2000,4.25,Edna Valley,Paragon Vineyard
1007,53811,Kynsi Syrah Paragon Vineyard,Red,1999,4.55,Edna Valley,Paragon Vineyard
1008,153,Cantina Terlan Müller-Thurgau Classico,White,2011,4.4,Terlano,Terlano Classico
1009,153,Cantina Terlan Müller-Thurgau Classico,White,2010,4.4,Terlano,Terlano Classico
1010,153,Cantina Terlan Müller-Thurgau Classico,White,2009,,Terlano,Terlano Classico
1011,153,Cantina Terlan Pinot Bianco Classico,White,2023,,Terlano,Terlano Classico
1012,153,Cantina Terlan Pinot Bianco Classico,White,2022,,Terlano,Terlano Classico
1013,153,Cantina Terlan Pinot Bianco Classico,White,2021,,Terlano,Terlano Classico
1014,153,Cantina Terlan Pinot Bianco Classico,White,2020,4.45,Terlano,Terlano Classico
1015,153,Cantina Terlan Pinot Bianco Classico,White,2019,,Terlano,Terlano Classico
1016,153,Cantina Terlan Pinot Bianco Classico,White,2017,0.1,Terlano,Terlano Classico
1017,153,Cantina Terlan Pinot Bianco Classico,White,2015,,Terlano,Terlano Classico
1018,153,Cantina Terlan Pinot Bianco Classico,White,2013,4.35,Terlano,Terlano Classico
1019,153,Cantina Terlan Pinot Bianco Classico,White,2012,4.4,Terlano,Terlano Classico
1020,153,Cantina Terlan Pinot Bianco Classico,White,2011,4.3,Terlano,Terlano Classico
1021,153,Cantina Terlan Pinot Bianco Classico,White,2010,4.4,Terlano,Terlano Classico
1022,153,Cantina Terlan Pinot Bianco Classico,White,2009,,Terlano,Terlano Classico
1023,153,Cantina Terlan Pinot Bianco Classico,White,2008,4.35,Terlano,Terlano Classico
1024,153,Cantina Terlan Pinot Bianco Classico,White,2007,4.4,Terlano,Terlano Classico
1025,153,Cantina Terlan Pinot Bianco Classico,White,2006,4.4,Terlano,Terlano Classico
1026,153,Cantina Terlan Pinot Bianco Classico,White,2005,4.4,Terlano,Terlano Classico
1027,153,Cantina Terlan Pinot Bianco Classico,White,2004,4.35,Terlano,Terlano Classico
1028,153,Cantina Terlan Pinot Bianco Classico,White,2003,,Terlano,Terlano Classico
1029,153,Cantina Terlan Pinot Bianco Classico,White,2002,,Terlano,Terlano Classico
1030,153,Cantina Terlan Pinot Bianco Classico,White,1996,4.6,Terlano,Terlano Classico
1031,153,Cantina Terlan Pinot Bianco Classico,White,1991,,Terlano,Terlano Classico
1032,153,Cantina Terlan Pinot Bianco Classico,White,1979,,Terlano,Terlano Classico
1033,57273,McGregor Vineyard Riesling Riesling,White - Off-dry,2019,,Finger Lakes,Dry
1034,57273,McGregor Vineyard Riesling Riesling,White - Off-dry,2015,,Finger Lakes,Dry
1035,57273,McGregor Vineyards Dry Gewürztraminer,White,2024,,Finger Lakes,Dry
1036,57273,McGregor Vineyards Dry Gewürztraminer,White,2023,,Finger Lakes,Dry
1037,57273,McGregor Vineyards Dry Gewürztraminer,White,2021,4.4,Finger Lakes,Dry
1038,57273,McGregor Vineyards Dry Gewürztraminer,White,2020,4.65,Finger Lakes,Dry
1039,57273,McGregor Vineyards Dry Gewürztraminer,White,2019,4.4,Finger Lakes,Dry
1040,57273,McGregor Vineyards Dry Gewürztraminer,White,2018,,Finger Lakes,Dry
1041,57273,McGregor Vineyards Dry Gewürztraminer,White,2016,,Finger Lakes,Dry
1042,57273,McGregor Vineyards Dry Gewürztraminer,White,2015,,Finger Lakes,Dry
1043,57273,McGregor Vineyards Dry Gewürztraminer,White,2013,,Finger Lakes,Dry
1044,57273,McGregor Vineyards Dry Gewürztraminer,White,2012,,Finger Lakes,Dry
1045,57273,McGregor Vineyards Dry Gewürztraminer,White,2008,,Finger Lakes,Dry
1046,57273,McGregor Vineyards Dry Gewürztraminer,White,2007,4.25,Finger Lakes,Dry
1047,57273,McGregor Vineyards Dry Riesling,White,2023,,Finger Lakes,Dry
1048,57273,McGregor Vineyards Dry Riesling,White,2022,,Finger Lakes,Dry
1049,57273,McGregor Vineyards Dry Riesling,White,2021,4.35,Finger Lakes,Dry
1050,57273,McGregor Vineyards Dry Riesling,White,2020,4.45,Finger Lakes,Dry
1051,57273,McGregor Vineyards Dry Riesling,White,2019,,Finger Lakes,Dry
1052,57273,McGregor Vineyards Dry Riesling,White,2018,,Finger Lakes,Dry
1053,57273,McGregor Vineyards Dry Riesling,White,2017,4.3,Finger Lakes,Dry
1054,57273,McGregor Vineyards Dry Riesling,White,2016,4.35,Finger Lakes,Dry
1055,57273,McGregor Vineyards Dry Riesling,White,2013,4.2,Finger Lakes,Dry
1056,57273,McGregor Vineyards Dry Riesling,White,2012,4.2,Finger Lakes,Dry
1057,57273,McGregor Vineyards Dry Riesling,White,2011,4.15,Finger Lakes,Dry
1058,42752,Guardian Cellars Confidential Source,Red,2022,,Columbia Valley,Confidential Source
1059,42752,Guardian Cellars Confidential Source,Red,2021,4.5,Columbia Valley,Confidential Source
1060,42752,Guardian Cellars Confidential Source,Red,2020,,Columbia Valley,Confidential Source
1061,42752,Guardian Cellars Confidential Source,Red,2019,4.45,Columbia Valley,Confidential Source
1062,42752,Guardian Cellars Confidential Source,Red,2018,4.45,Columbia Valley,Confidential Source
1063,42752,Guardian Cellars Confidential Source,Red,2017,,Columbia Valley,Confidential Source
1064,42752,Guardian Cellars Confidential Source,Red,2016,4.45,Columbia Valley,Confidential Source
1065,42752,Guardian Cellars Confidential Source,Red,2015,4.45,Columbia Valley,Confidential Source
1066,42752,Guardian Cellars Confidential Source,Red,2014,4.5,Columbia Valley,Confidential Source
1067,42752,Guardian Cellars Confidential Source,Red,2013,4.5,Columbia Valley,Confidential Source
1068,42752,Guardian Cellars Confidential Source,Red,2012,4.5,Columbia Valley,Confidential Source
1069,42752,Guardian Cellars Confidential Source,Red,2011,4.35,Columbia Valley,Confidential Source
1070,42752,Guardian Cellars Confidential Source,Red,2010,4.45,Columbia Valley,Confidential Source
1071,42752,Guardian Cellars Confidential Source,Red,2009,4.5,Columbia Valley,Confidential Source
1072,49510,Kerloo Cellars Cabernet Franc Reserve Blue Mountain Vineyard,Red,2021,4.6,Walla Walla Valley,Blue Mountain Vineyard
1073,49510,Kerloo Cellars Cabernet Franc Reserve Blue Mountain Vineyard,Red,2020,,Walla Walla Valley,Blue Mountain Vineyard
1074,49510,Kerloo Cellars Cabernet Franc Rosé Blue Mountain Vineyard,Rosé,2021,,Walla Walla Valley,Blue Mountain Vineyard
1075,49510,Kerloo Cellars Grenache Blanc Blue Mountain Vineyard,White,2021,,Walla Walla Valley,Blue Mountain Vineyard
1076,49510,Kerloo Cellars Grenache Blanc Blue Mountain Vineyard,White,2019,,Walla Walla Valley,Blue Mountain Vineyard
1077,49510,Kerloo Cellars Grenache Blanc Blue Mountain Vineyard,White,2012,,Walla Walla Valley,Blue Mountain Vineyard
1078,49510,Kerloo Cellars Grenache Blanc Blue Mountain Vineyards,White,2021,4.45,Walla Walla Valley,Blue Mountain Vineyard
1079,49510,Kerloo Cellars Grenache Blanc Blue Mountain Vineyards,White,2020,4.55,Walla Walla Valley,Blue Mountain Vineyard
1080,49510,Kerloo Cellars Grenache Blanc Blue Mountain Vineyards,White,2019,4.5,Walla Walla Valley,Blue Mountain Vineyard
1081,49510,Kerloo Cellars Grenache Blanc Blue Mountain Vineyards,White,2018,4.45,Walla Walla Valley,Blue Mountain Vineyard
1082,49510,Kerloo Cellars Grenache Blanc Blue Mountain Vineyards,White,2017,4.45,Walla Walla Valley,Blue Mountain Vineyard
1083,49510,Kerloo Cellars Grenache Blanc Blue Mountain Vineyards,White,2016,4.4,Walla Walla Valley,Blue Mountain Vineyard
